# M5 全连接组定稿源（唯一定稿源，可修改复现）——B1a 执行节点按《生物仿真M5实施清单》§2 构建。
"# 列：role, neuron_class, neurotransmitter, receptor, synapse_from, synapse_to, synapse_type,"
"#     g_max_ns, delay_ms, g_gap_ns, muscle_target, note"
# 行语义：
#   - 神经元行：role=<302 神经元名>，neuron_class=<sensory|inter|motor|pharyngeal>，
#     neurotransmitter=<ach|glut|gaba|dopamine|serotonin|other>（覆盖率 100%），
#     muscle_target=<body_fwd|body_back|head_left|head_right>（运动神经元→虚拟身体通道，可选）。
#   - 化学突触行：synapse_from + synapse_to + synapse_type=chem + neurotransmitter（突触前递质）
#     + receptor（§2.3 映射：ach/glut→ampa、gaba→gaba、dopamine/serotonin→mod、other→none）
#     + g_max_ns（初始权重占位，§6 校准）+ delay_ms。
#   - 缝隙连接行：synapse_from + synapse_to + synapse_type=gap + g_gap_ns（初始占位）+ delay_ms。
#   - 肌肉行：role=muscle_drive，synapse_from=<运动神经元>，synapse_to=<4 通道>，
#     synapse_type=muscle，g_max_ns=收缩增量 w 占位（M3/M4 定稿值：fwd 0.18/back 0.60/head 0.50）。
# 
# PROVENANCE（数据源与版本，诚实性记录）：
#   - PRIMARY: openworm/c302 仓库 c302/data/herm_full_edgelist.csv（MIT License），
"#     = Cook et al. 2019, Nature 571:63-71 雌雄同体全连接组 full edge list；"
#     2026-08-25 经 api.github.com 下载（raw.githubusercontent 沙箱不可达）。
#   - 交叉核对: SI5_adjacency.xlsx（Cook 2019 官方 SI5 邻接矩阵，逐对一致）；
#     networks.skewed.de celegans_2019 官方 synapse list（node_type 分类源）；
#     aconnectome_white_1986_whole.csv（White 1986 数字化，对照）；
#     owmeta_cache.json（OpenWorm 302 神经元 class+neurotransmitter 标注，
#     源自 Pereira 2015 / Serrano-Saiz 2013 等文献编译）。
#   - 计数诚实性（预注册 §0 #5）：权威数据为唯一计数源，不得为过 Pass 改动；
#     本文件含真实连接组全部神经元-神经元化学/缝隙连接（含自连接，白名单保留）。
#   - 计数语义：化学突触行=神经元间有向连接对（Weight=突触计数见 counts.json）；
#     缝隙行=神经元间无向唯一对（多重连接合并）。
#   - 简化假设（详见 docs/m5_env_notes.md L7+）：AIY 实际递质=ach（M4 以 GABA 简化，差异记录）；
#     AVM 规范分类=inter（Cook=sensory）；真实体壁肌肉→虚拟 4 通道聚合；
#     DD/VD（GABA 能）/VC/HSN（性特异）/RME 不产生 muscle_drive 行。
role,neuron_class,neurotransmitter,receptor,synapse_from,synapse_to,synapse_type,g_max_ns,delay_ms,g_gap_ns,muscle_target,note
,,glut,ampa,RIGR,RIBR,chem,5.00,0.50,,,
,,glut,ampa,RIGR,RIR,chem,5.00,0.50,,,
,,glut,ampa,RIGR,RMHL,chem,5.00,0.50,,,
,,glut,ampa,RIGR,URXR,chem,5.00,0.50,,,
,,glut,ampa,RIGR,URYVR,chem,5.00,0.50,,,
,,serotonin,mod,RIH,ADFR,chem,0.00,0.50,,,
,,serotonin,mod,RIH,AIYL,chem,0.00,0.50,,,
,,serotonin,mod,RIH,AIYR,chem,0.00,0.50,,,
,,serotonin,mod,RIH,AIZL,chem,0.00,0.50,,,
,,serotonin,mod,RIH,AIZR,chem,0.00,0.50,,,
,,serotonin,mod,RIH,AUAR,chem,0.00,0.50,,,
,,serotonin,mod,RIH,BAGL,chem,0.00,0.50,,,
,,serotonin,mod,RIH,BAGR,chem,0.00,0.50,,,
,,serotonin,mod,RIH,CEPDL,chem,0.00,0.50,,,
,,serotonin,mod,RIH,CEPVL,chem,0.00,0.50,,,
,,serotonin,mod,RIH,CEPVR,chem,0.00,0.50,,,
,,serotonin,mod,RIH,IL2L,chem,0.00,0.50,,,
,,serotonin,mod,RIH,IL2R,chem,0.00,0.50,,,
,,serotonin,mod,RIH,IL2VL,chem,0.00,0.50,,,
,,serotonin,mod,RIH,IL2VR,chem,0.00,0.50,,,
,,serotonin,mod,RIH,OLQDL,chem,0.00,0.50,,,
,,serotonin,mod,RIH,OLQDR,chem,0.00,0.50,,,
,,serotonin,mod,RIH,OLQVL,chem,0.00,0.50,,,
,,serotonin,mod,RIH,OLQVR,chem,0.00,0.50,,,
,,serotonin,mod,RIH,RIAL,chem,0.00,0.50,,,
,,serotonin,mod,RIH,RIAR,chem,0.00,0.50,,,
,,serotonin,mod,RIH,RIBL,chem,0.00,0.50,,,
,,serotonin,mod,RIH,RIBR,chem,0.00,0.50,,,
,,serotonin,mod,RIH,RIPL,chem,0.00,0.50,,,
,,serotonin,mod,RIH,RIPR,chem,0.00,0.50,,,
,,serotonin,mod,RIH,RMER,chem,0.00,0.50,,,
,,serotonin,mod,RIH,RMEV,chem,0.00,0.50,,,
,,serotonin,mod,RIH,URAVR,chem,0.00,0.50,,,
,,serotonin,mod,RIH,URYVR,chem,0.00,0.50,,,
,,other,none,RIML,AIBL,chem,0.00,0.50,,,
,,other,none,RIML,AIBR,chem,0.00,0.50,,,
,,other,none,RIML,AVAL,chem,0.00,0.50,,,
,,other,none,RIML,AVAR,chem,0.00,0.50,,,
,,other,none,RIML,AVBL,chem,0.00,0.50,,,
,,other,none,RIML,AVBR,chem,0.00,0.50,,,
,,other,none,RIML,AVER,chem,0.00,0.50,,,
,,other,none,RIML,AVKR,chem,0.00,0.50,,,
,,other,none,RIML,RIAL,chem,0.00,0.50,,,
,,other,none,RIML,RIBL,chem,0.00,0.50,,,
,,other,none,RIML,RICR,chem,0.00,0.50,,,
,,other,none,RIML,RIML,chem,0.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,other,none,RIML,RIMR,chem,0.00,0.50,,,
,,other,none,RIML,RMDL,chem,0.00,0.50,,,
,,other,none,RIML,RMDR,chem,0.00,0.50,,,
,,other,none,RIML,RMFL,chem,0.00,0.50,,,
,,other,none,RIML,RMFR,chem,0.00,0.50,,,
,,other,none,RIML,SAADL,chem,0.00,0.50,,,
,,other,none,RIML,SAADR,chem,0.00,0.50,,,
,,other,none,RIML,SAAVL,chem,0.00,0.50,,,
,,other,none,RIML,SAAVR,chem,0.00,0.50,,,
,,other,none,RIML,SMDDL,chem,0.00,0.50,,,
,,other,none,RIML,SMDDR,chem,0.00,0.50,,,
,,other,none,RIML,SMDVL,chem,0.00,0.50,,,
,,other,none,RIML,VB1,chem,0.00,0.50,,,
,,other,none,RIMR,ADAR,chem,0.00,0.50,,,
,,other,none,RIMR,AIBL,chem,0.00,0.50,,,
,,other,none,RIMR,AVAL,chem,0.00,0.50,,,
,,other,none,RIMR,AVBL,chem,0.00,0.50,,,
,,other,none,RIMR,AVBR,chem,0.00,0.50,,,
,,other,none,RIMR,AVJL,chem,0.00,0.50,,,
,,other,none,RIMR,AVKL,chem,0.00,0.50,,,
,,other,none,RIMR,RIBR,chem,0.00,0.50,,,
,,other,none,RIMR,RIML,chem,0.00,0.50,,,
,,other,none,RIMR,RIS,chem,0.00,0.50,,,
,,other,none,RIMR,RMDL,chem,0.00,0.50,,,
,,other,none,RIMR,RMDR,chem,0.00,0.50,,,
,,other,none,RIMR,RMFL,chem,0.00,0.50,,,
,,other,none,RIMR,RMFR,chem,0.00,0.50,,,
,,other,none,RIMR,SAAVL,chem,0.00,0.50,,,
,,other,none,RIMR,SAAVR,chem,0.00,0.50,,,
,,other,none,RIMR,SMDDL,chem,0.00,0.50,,,
,,other,none,RIMR,SMDDR,chem,0.00,0.50,,,
,,other,none,RIMR,SMDVL,chem,0.00,0.50,,,
,,other,none,RIMR,SMDVR,chem,0.00,0.50,,,
,,other,none,RIMR,VB1,chem,0.00,0.50,,,
,,other,none,RIPL,OLQDR,chem,0.00,0.50,,,
,,other,none,RIPL,OLQVL,chem,0.00,0.50,,,
,,other,none,RIPL,RIH,chem,0.00,0.50,,,
,,other,none,RIPL,RIPL,chem,0.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,other,none,RIPR,AVBR,chem,0.00,0.50,,,
,,other,none,RIPR,OLQDR,chem,0.00,0.50,,,
,,other,none,RIPR,OLQVR,chem,0.00,0.50,,,
,,other,none,RIPR,RIH,chem,0.00,0.50,,,
,,other,none,RIPR,URAVR,chem,0.00,0.50,,,
,,other,none,RIR,ADAR,chem,0.00,0.50,,,
,,other,none,RIR,ADFL,chem,0.00,0.50,,,
,,other,none,RIR,ADFR,chem,0.00,0.50,,,
,,other,none,RIR,AFDR,chem,0.00,0.50,,,
,,other,none,RIR,AIMR,chem,0.00,0.50,,,
,,other,none,RIR,AIZL,chem,0.00,0.50,,,
,,other,none,RIR,AIZR,chem,0.00,0.50,,,
,,other,none,RIR,AQR,chem,0.00,0.50,,,
,,other,none,RIR,ASHL,chem,0.00,0.50,,,
,,other,none,RIR,ASHR,chem,0.00,0.50,,,
,,other,none,RIR,AUAL,chem,0.00,0.50,,,
,,other,none,RIR,AVEL,chem,0.00,0.50,,,
,,other,none,RIR,AWBR,chem,0.00,0.50,,,
,,other,none,RIR,BAGR,chem,0.00,0.50,,,
,,other,none,RIR,DVA,chem,0.00,0.50,,,
,,other,none,RIR,HSNL,chem,0.00,0.50,,,
,,other,none,RIR,PVPL,chem,0.00,0.50,,,
,,other,none,RIR,PVPR,chem,0.00,0.50,,,
,,other,none,RIR,RIAL,chem,0.00,0.50,,,
,,other,none,RIR,RIAR,chem,0.00,0.50,,,
,,other,none,RIR,RIGL,chem,0.00,0.50,,,
,,other,none,RIR,RIGR,chem,0.00,0.50,,,
,,other,none,RIR,RMGL,chem,0.00,0.50,,,
,,other,none,RIR,RMGR,chem,0.00,0.50,,,
,,other,none,RIR,URXL,chem,0.00,0.50,,,
,,other,none,RIR,URXR,chem,0.00,0.50,,,
,,gaba,gaba,RIS,AVEL,chem,15.00,0.50,,,
,,gaba,gaba,RIS,AVER,chem,15.00,0.50,,,
,,gaba,gaba,RIS,AVKL,chem,15.00,0.50,,,
,,gaba,gaba,RIS,AVKR,chem,15.00,0.50,,,
,,gaba,gaba,RIS,AVL,chem,15.00,0.50,,,
,,gaba,gaba,RIS,CEPDL,chem,15.00,0.50,,,
,,gaba,gaba,RIS,CEPVL,chem,15.00,0.50,,,
,,gaba,gaba,RIS,CEPVR,chem,15.00,0.50,,,
,,gaba,gaba,RIS,OLLR,chem,15.00,0.50,,,
,,gaba,gaba,RIS,RIBL,chem,15.00,0.50,,,
,,gaba,gaba,RIS,RIBR,chem,15.00,0.50,,,
,,gaba,gaba,RIS,RIML,chem,15.00,0.50,,,
,,gaba,gaba,RIS,RIMR,chem,15.00,0.50,,,
,,gaba,gaba,RIS,RIS,chem,15.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,gaba,gaba,RIS,RMDDL,chem,15.00,0.50,,,
,,gaba,gaba,RIS,RMDDR,chem,15.00,0.50,,,
,,gaba,gaba,RIS,RMDL,chem,15.00,0.50,,,
,,gaba,gaba,RIS,RMDR,chem,15.00,0.50,,,
,,gaba,gaba,RIS,RMEV,chem,15.00,0.50,,,
,,gaba,gaba,RIS,SMDDL,chem,15.00,0.50,,,
,,gaba,gaba,RIS,SMDDR,chem,15.00,0.50,,,
,,gaba,gaba,RIS,SMDVL,chem,15.00,0.50,,,
,,gaba,gaba,RIS,SMDVR,chem,15.00,0.50,,,
,,gaba,gaba,RIS,URYDR,chem,15.00,0.50,,,
,,gaba,gaba,RIS,URYVL,chem,15.00,0.50,,,
,,gaba,gaba,RIS,URYVR,chem,15.00,0.50,,,
,,other,none,RIVL,ASGL,chem,0.00,0.50,,,
,,other,none,RIVL,ASJL,chem,0.00,0.50,,,
,,other,none,RIVL,RIAL,chem,0.00,0.50,,,
,,other,none,RIVL,RIAR,chem,0.00,0.50,,,
,,other,none,RIVL,RMDL,chem,0.00,0.50,,,
,,other,none,RIVL,RMDVL,chem,0.00,0.50,,,
,,other,none,RIVL,SAADR,chem,0.00,0.50,,,
,,other,none,RIVL,SIAVR,chem,0.00,0.50,,,
,,other,none,RIVL,SMDDR,chem,0.00,0.50,,,
,,other,none,RIVL,SMDVL,chem,0.00,0.50,,,
,,other,none,RIVR,RIAL,chem,0.00,0.50,,,
,,other,none,RIVR,RIAR,chem,0.00,0.50,,,
,,other,none,RIVR,RIVL,chem,0.00,0.50,,,
,,other,none,RIVR,RMDDL,chem,0.00,0.50,,,
,,other,none,RIVR,RMDR,chem,0.00,0.50,,,
,,other,none,RIVR,RMDVR,chem,0.00,0.50,,,
,,other,none,RIVR,RMHR,chem,0.00,0.50,,,
,,other,none,RIVR,SAADL,chem,0.00,0.50,,,
,,other,none,RIVR,SIAVL,chem,0.00,0.50,,,
,,other,none,RIVR,SIBVL,chem,0.00,0.50,,,
,,other,none,RIVR,SMBDL,chem,0.00,0.50,,,
,,other,none,RIVR,SMDDL,chem,0.00,0.50,,,
,,other,none,RIVR,SMDVR,chem,0.00,0.50,,,
,,ach,ampa,RMDDL,AVER,chem,5.00,0.50,,,
,,ach,ampa,RMDDL,CEPVL,chem,5.00,0.50,,,
,,ach,ampa,RMDDL,IL1DR,chem,5.00,0.50,,,
,,ach,ampa,RMDDL,IL1R,chem,5.00,0.50,,,
,,ach,ampa,RMDDL,RIAL,chem,5.00,0.50,,,
,,ach,ampa,RMDDL,RMDVL,chem,5.00,0.50,,,
,,ach,ampa,RMDDL,RMDVR,chem,5.00,0.50,,,
,,ach,ampa,RMDDL,RMEV,chem,5.00,0.50,,,
,,ach,ampa,RMDDL,RMHL,chem,5.00,0.50,,,
,,ach,ampa,RMDDR,RMDDL,chem,5.00,0.50,,,
,,ach,ampa,RMDDR,RMDVL,chem,5.00,0.50,,,
,,ach,ampa,RMDDR,RMDVR,chem,5.00,0.50,,,
,,ach,ampa,RMDL,ADEL,chem,5.00,0.50,,,
,,ach,ampa,RMDL,ADER,chem,5.00,0.50,,,
,,ach,ampa,RMDL,AVKR,chem,5.00,0.50,,,
,,ach,ampa,RMDL,CEPVL,chem,5.00,0.50,,,
,,ach,ampa,RMDL,IL1L,chem,5.00,0.50,,,
,,ach,ampa,RMDL,IL1R,chem,5.00,0.50,,,
,,ach,ampa,RMDL,OLLL,chem,5.00,0.50,,,
,,ach,ampa,RMDL,OLLR,chem,5.00,0.50,,,
,,ach,ampa,RMDL,RIAL,chem,5.00,0.50,,,
,,ach,ampa,RMDL,RIAR,chem,5.00,0.50,,,
,,ach,ampa,RMDL,RIBR,chem,5.00,0.50,,,
,,ach,ampa,RMDL,RIML,chem,5.00,0.50,,,
,,ach,ampa,RMDL,RIS,chem,5.00,0.50,,,
,,ach,ampa,RMDL,RIVL,chem,5.00,0.50,,,
,,ach,ampa,RMDL,RMDDR,chem,5.00,0.50,,,
,,ach,ampa,RMDL,RMDR,chem,5.00,0.50,,,
,,ach,ampa,RMDL,RMDVL,chem,5.00,0.50,,,
,,ach,ampa,RMDL,RMDVR,chem,5.00,0.50,,,
,,ach,ampa,RMDL,RMER,chem,5.00,0.50,,,
,,ach,ampa,RMDL,RMFR,chem,5.00,0.50,,,
,,ach,ampa,RMDL,RMHL,chem,5.00,0.50,,,
,,ach,ampa,RMDL,RMHR,chem,5.00,0.50,,,
,,ach,ampa,RMDL,SIBDR,chem,5.00,0.50,,,
,,ach,ampa,RMDL,SMBVR,chem,5.00,0.50,,,
,,ach,ampa,RMDL,SMDDR,chem,5.00,0.50,,,
,,ach,ampa,RMDL,URXR,chem,5.00,0.50,,,
,,ach,ampa,RMDR,AVKR,chem,5.00,0.50,,,
,,ach,ampa,RMDR,IL1L,chem,5.00,0.50,,,
,,ach,ampa,RMDR,OLLR,chem,5.00,0.50,,,
,,ach,ampa,RMDR,RIAL,chem,5.00,0.50,,,
,,ach,ampa,RMDR,RIAR,chem,5.00,0.50,,,
,,ach,ampa,RMDR,RIMR,chem,5.00,0.50,,,
,,ach,ampa,RMDR,RIS,chem,5.00,0.50,,,
,,ach,ampa,RMDR,RMDDL,chem,5.00,0.50,,,
,,ach,ampa,RMDR,RMDL,chem,5.00,0.50,,,
,,ach,ampa,RMDR,RMDVL,chem,5.00,0.50,,,
,,ach,ampa,RMDR,RMGL,chem,5.00,0.50,,,
,,ach,ampa,RMDR,SIAVL,chem,5.00,0.50,,,
,,ach,ampa,RMDR,SMDDR,chem,5.00,0.50,,,
,,ach,ampa,RMDVL,AVER,chem,5.00,0.50,,,
,,ach,ampa,RMDVL,CEPDL,chem,5.00,0.50,,,
,,ach,ampa,RMDVL,IL1R,chem,5.00,0.50,,,
,,ach,ampa,RMDVL,IL2VR,chem,5.00,0.50,,,
,,ach,ampa,RMDVL,OLQVR,chem,5.00,0.50,,,
,,ach,ampa,RMDVL,RMDDR,chem,5.00,0.50,,,
,,ach,ampa,RMDVL,RMDR,chem,5.00,0.50,,,
,,ach,ampa,RMDVL,RMDVR,chem,5.00,0.50,,,
,,ach,ampa,RMDVL,SIAVR,chem,5.00,0.50,,,
,,ach,ampa,RMDVL,SIBVR,chem,5.00,0.50,,,
,,ach,ampa,RMDVL,URYVR,chem,5.00,0.50,,,
,,ach,ampa,RMDVR,AVAR,chem,5.00,0.50,,,
,,ach,ampa,RMDVR,IL1DR,chem,5.00,0.50,,,
,,ach,ampa,RMDVR,IL1L,chem,5.00,0.50,,,
,,ach,ampa,RMDVR,OLQVL,chem,5.00,0.50,,,
,,ach,ampa,RMDVR,RIAR,chem,5.00,0.50,,,
,,ach,ampa,RMDVR,RMDDL,chem,5.00,0.50,,,
,,ach,ampa,RMDVR,RMDVR,chem,5.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,ach,ampa,RMDVR,SIAVL,chem,5.00,0.50,,,
,,ach,ampa,RMDVR,SIBDR,chem,5.00,0.50,,,
,,ach,ampa,RMDVR,SIBVL,chem,5.00,0.50,,,
,,ach,ampa,RMDVR,SMBDR,chem,5.00,0.50,,,
,,ach,ampa,RMDVR,URAVL,chem,5.00,0.50,,,
,,ach,ampa,RMDVR,URYVL,chem,5.00,0.50,,,
,,gaba,gaba,RMED,RIBL,chem,15.00,0.50,,,
,,gaba,gaba,RMED,RIBR,chem,15.00,0.50,,,
,,gaba,gaba,RMED,RMED,chem,15.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,gaba,gaba,RMED,SMDDL,chem,15.00,0.50,,,
,,gaba,gaba,RMED,SMDDR,chem,15.00,0.50,,,
,,gaba,gaba,RMEL,IL1R,chem,15.00,0.50,,,
,,gaba,gaba,RMEL,OLLR,chem,15.00,0.50,,,
,,gaba,gaba,RMEL,RIPR,chem,15.00,0.50,,,
,,gaba,gaba,RMEL,RMEV,chem,15.00,0.50,,,
,,gaba,gaba,RMER,IL1L,chem,15.00,0.50,,,
,,gaba,gaba,RMER,RMER,chem,15.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,gaba,gaba,RMER,RMHR,chem,15.00,0.50,,,
,,gaba,gaba,RMEV,RIBR,chem,15.00,0.50,,,
,,gaba,gaba,RMEV,RIH,chem,15.00,0.50,,,
,,gaba,gaba,RMEV,RIS,chem,15.00,0.50,,,
,,gaba,gaba,RMEV,RMDDL,chem,15.00,0.50,,,
,,gaba,gaba,RMEV,RMDDR,chem,15.00,0.50,,,
,,gaba,gaba,RMEV,RMED,chem,15.00,0.50,,,
,,gaba,gaba,RMEV,SMDDR,chem,15.00,0.50,,,
,,gaba,gaba,RMEV,SMDVL,chem,15.00,0.50,,,
,,other,none,RMFL,AVKL,chem,0.00,0.50,,,
,,other,none,RMFL,AVKR,chem,0.00,0.50,,,
,,other,none,RMFL,BAGL,chem,0.00,0.50,,,
,,other,none,RMFL,DVC,chem,0.00,0.50,,,
,,other,none,RMFL,PVT,chem,0.00,0.50,,,
,,other,none,RMFL,RIBR,chem,0.00,0.50,,,
,,other,none,RMFL,RIMR,chem,0.00,0.50,,,
,,other,none,RMFL,RIS,chem,0.00,0.50,,,
,,other,none,RMFL,RMDR,chem,0.00,0.50,,,
,,other,none,RMFL,RMHL,chem,0.00,0.50,,,
,,other,none,RMFL,SAAVR,chem,0.00,0.50,,,
,,other,none,RMFL,SMDVL,chem,0.00,0.50,,,
,,other,none,RMFR,AVKL,chem,0.00,0.50,,,
,,other,none,RMFR,AVKR,chem,0.00,0.50,,,
,,other,none,RMFR,DVC,chem,0.00,0.50,,,
,,other,none,RMFR,RIH,chem,0.00,0.50,,,
,,other,none,RMFR,RMDL,chem,0.00,0.50,,,
,,other,none,RMFR,RMDR,chem,0.00,0.50,,,
,,other,none,RMGL,ADAL,chem,0.00,0.50,,,
,,other,none,RMGL,ADLL,chem,0.00,0.50,,,
,,other,none,RMGL,AIBR,chem,0.00,0.50,,,
,,other,none,RMGL,AIML,chem,0.00,0.50,,,
,,other,none,RMGL,ASHL,chem,0.00,0.50,,,
,,other,none,RMGL,AVAL,chem,0.00,0.50,,,
,,other,none,RMGL,AVBR,chem,0.00,0.50,,,
,,other,none,RMGL,AVEL,chem,0.00,0.50,,,
,,other,none,RMGL,AVFR,chem,0.00,0.50,,,
,,other,none,RMGL,CEPDL,chem,0.00,0.50,,,
,,other,none,RMGL,PVPL,chem,0.00,0.50,,,
,,other,none,RMGL,RID,chem,0.00,0.50,,,
,,other,none,RMGL,RIFL,chem,0.00,0.50,,,
,,other,none,RMGL,RIVR,chem,0.00,0.50,,,
,,other,none,RMGL,RMDDR,chem,0.00,0.50,,,
,,other,none,RMGL,RMDL,chem,0.00,0.50,,,
,,other,none,RMGL,RMDR,chem,0.00,0.50,,,
,,other,none,RMGL,RMDVL,chem,0.00,0.50,,,
,,other,none,RMGL,RMHL,chem,0.00,0.50,,,
,,other,none,RMGL,RMHR,chem,0.00,0.50,,,
,,other,none,RMGL,SAADL,chem,0.00,0.50,,,
,,other,none,RMGL,SIADL,chem,0.00,0.50,,,
,,other,none,RMGL,SIADR,chem,0.00,0.50,,,
,,other,none,RMGL,SIAVL,chem,0.00,0.50,,,
,,other,none,RMGL,SIBDL,chem,0.00,0.50,,,
,,other,none,RMGL,SIBVR,chem,0.00,0.50,,,
,,other,none,RMGL,SMBVL,chem,0.00,0.50,,,
,,other,none,RMGL,SMDDL,chem,0.00,0.50,,,
,,other,none,RMGL,SMDDR,chem,0.00,0.50,,,
,,other,none,RMGL,URXL,chem,0.00,0.50,,,
,,other,none,RMGR,ADAR,chem,0.00,0.50,,,
,,other,none,RMGR,ADER,chem,0.00,0.50,,,
,,other,none,RMGR,AIMR,chem,0.00,0.50,,,
,,other,none,RMGR,ALMR,chem,0.00,0.50,,,
,,other,none,RMGR,ALNR,chem,0.00,0.50,,,
,,other,none,RMGR,ASHR,chem,0.00,0.50,,,
,,other,none,RMGR,AVAL,chem,0.00,0.50,,,
,,other,none,RMGR,AVBL,chem,0.00,0.50,,,
,,other,none,RMGR,AVBR,chem,0.00,0.50,,,
,,other,none,RMGR,AVDL,chem,0.00,0.50,,,
,,other,none,RMGR,AVER,chem,0.00,0.50,,,
,,other,none,RMGR,AVJL,chem,0.00,0.50,,,
,,other,none,RMGR,IL2DR,chem,0.00,0.50,,,
,,other,none,RMGR,IL2R,chem,0.00,0.50,,,
,,other,none,RMGR,OLLR,chem,0.00,0.50,,,
,,other,none,RMGR,RIGR,chem,0.00,0.50,,,
,,other,none,RMGR,RIR,chem,0.00,0.50,,,
,,other,none,RMGR,RMDDL,chem,0.00,0.50,,,
,,other,none,RMGR,RMDL,chem,0.00,0.50,,,
,,other,none,RMGR,RMDR,chem,0.00,0.50,,,
,,other,none,RMGR,RMDVR,chem,0.00,0.50,,,
,,other,none,RMGR,SAADL,chem,0.00,0.50,,,
,,other,none,RMGR,SIADL,chem,0.00,0.50,,,
,,other,none,RMGR,SIAVR,chem,0.00,0.50,,,
,,other,none,RMGR,SIBVL,chem,0.00,0.50,,,
,,other,none,RMGR,SMBVR,chem,0.00,0.50,,,
,,other,none,RMGR,URXR,chem,0.00,0.50,,,
,,other,none,RMHL,AVAR,chem,0.00,0.50,,,
,,other,none,RMHL,IL1R,chem,0.00,0.50,,,
,,other,none,RMHL,RICL,chem,0.00,0.50,,,
,,other,none,RMHL,RICR,chem,0.00,0.50,,,
,,other,none,RMHL,RID,chem,0.00,0.50,,,
,,other,none,RMHL,RMDDL,chem,0.00,0.50,,,
,,other,none,RMHL,RMDR,chem,0.00,0.50,,,
,,other,none,RMHL,SAAVL,chem,0.00,0.50,,,
,,other,none,RMHL,SIBDR,chem,0.00,0.50,,,
,,other,none,RMHR,AIBR,chem,0.00,0.50,,,
,,other,none,RMHR,CEPVL,chem,0.00,0.50,,,
,,other,none,RMHR,RMDL,chem,0.00,0.50,,,
,,other,none,RMHR,RMDR,chem,0.00,0.50,,,
,,other,none,RMHR,RMER,chem,0.00,0.50,,,
,,other,none,RMHR,RMGL,chem,0.00,0.50,,,
,,other,none,RMHR,RMHL,chem,0.00,0.50,,,
,,other,none,RMHR,SMDDL,chem,0.00,0.50,,,
,,ach,ampa,SAADL,AIBL,chem,5.00,0.50,,,
,,ach,ampa,SAADL,AVAL,chem,5.00,0.50,,,
,,ach,ampa,SAADL,AVBR,chem,5.00,0.50,,,
,,ach,ampa,SAADL,OLLR,chem,5.00,0.50,,,
,,ach,ampa,SAADL,RIGL,chem,5.00,0.50,,,
,,ach,ampa,SAADL,RIML,chem,5.00,0.50,,,
,,ach,ampa,SAADL,RIMR,chem,5.00,0.50,,,
,,ach,ampa,SAADL,RIVR,chem,5.00,0.50,,,
,,ach,ampa,SAADL,RMDVR,chem,5.00,0.50,,,
,,ach,ampa,SAADL,RMFR,chem,5.00,0.50,,,
,,ach,ampa,SAADL,SABD,chem,5.00,0.50,,,
,,ach,ampa,SAADL,SIBDL,chem,5.00,0.50,,,
,,ach,ampa,SAADL,SIBDR,chem,5.00,0.50,,,
,,ach,ampa,SAADL,SIBVL,chem,5.00,0.50,,,
,,ach,ampa,SAADR,AIBL,chem,5.00,0.50,,,
,,ach,ampa,SAADR,AIBR,chem,5.00,0.50,,,
,,ach,ampa,SAADR,AVAL,chem,5.00,0.50,,,
,,ach,ampa,SAADR,AVAR,chem,5.00,0.50,,,
,,ach,ampa,SAADR,OLLL,chem,5.00,0.50,,,
,,ach,ampa,SAADR,PLNL,chem,5.00,0.50,,,
,,ach,ampa,SAADR,RIML,chem,5.00,0.50,,,
,,ach,ampa,SAADR,RIMR,chem,5.00,0.50,,,
,,ach,ampa,SAADR,RMFL,chem,5.00,0.50,,,
,,ach,ampa,SAADR,RMFR,chem,5.00,0.50,,,
,,ach,ampa,SAADR,RMGL,chem,5.00,0.50,,,
,,ach,ampa,SAADR,SABD,chem,5.00,0.50,,,
,,ach,ampa,SAADR,SMBDR,chem,5.00,0.50,,,
,,ach,ampa,SAADR,SMBVR,chem,5.00,0.50,,,
,,ach,ampa,SAADR,SMDVL,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,AIBL,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,AVAL,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,DD1,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,OLLR,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,RIML,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,RIMR,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,RMFR,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,SAADR,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,SABD,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,SABVR,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,SMBDR,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,SMDDR,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,SMDVL,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,VA1,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,VA2,chem,5.00,0.50,,,
,,ach,ampa,SAAVL,VA3,chem,5.00,0.50,,,
